"","ensembl_gene_id","hgnc_symbol","description","gene_biotype"
"355","ENSG00000015153","YAF2","YY1 associated factor 2","protein_coding"
"356","ENSG00000015171","ZMYND11","zinc finger MYND-type containing 11","protein_coding"
"357","ENSG00000015285","WAS","WASP actin nucleation promoting factor","protein_coding"
"358","ENSG00000015413","DPEP1","dipeptidase 1","protein_coding"
"359","ENSG00000015475","BID","BH3 interacting domain death agonist","protein_coding"
"360","ENSG00000015479","MATR3","matrin 3","protein_coding"
"361","ENSG00000015520","NPC1L1","NPC1 like intracellular cholesterol transporter 1","protein_coding"
"362","ENSG00000015532","XYLT2","xylosyltransferase 2","protein_coding"
"363","ENSG00000015568","RGPD5","RANBP2 like and GRIP domain containing 5","protein_coding"
"364","ENSG00000015592","STMN4","stathmin 4","protein_coding"
"365","ENSG00000015676","NUDCD3","NudC domain containing 3","protein_coding"
"366","ENSG00000016082","ISL1","ISL LIM homeobox 1","protein_coding"
"367","ENSG00000016391","CHDH","choline dehydrogenase","protein_coding"
"368","ENSG00000016402","IL20RA","interleukin 20 receptor subunit alpha","protein_coding"
"369","ENSG00000016490","CLCA1","chloride channel accessory 1","protein_coding"
"370","ENSG00000016602","CLCA4","chloride channel accessory 4","protein_coding"
"371","ENSG00000016864","GLT8D1","glycosyltransferase 8 domain containing 1","protein_coding"
"372","ENSG00000017260","ATP2C1","ATPase secretory pathway Ca2+ transporting 1","protein_coding"
"373","ENSG00000017427","IGF1","insulin like growth factor 1","protein_coding"
"374","ENSG00000017483","SLC38A5","solute carrier family 38 member 5","protein_coding"
"375","ENSG00000017797","RALBP1","ralA binding protein 1","protein_coding"
"376","ENSG00000018189","RUFY3","RUN and FYVE domain containing 3","protein_coding"
"377","ENSG00000018236","CNTN1","contactin 1","protein_coding"
"378","ENSG00000018280","SLC11A1","solute carrier family 11 member 1","protein_coding"
"379","ENSG00000018408","WWTR1","WW domain containing transcription regulator 1","protein_coding"
"380","ENSG00000018510","AGPS","alkylglycerone phosphate synthase","protein_coding"
"381","ENSG00000018610","STEEP1","STING1 ER exit protein 1","protein_coding"
"382","ENSG00000018625","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2","protein_coding"
"383","ENSG00000018699","TTC27","tetratricopeptide repeat domain 27","protein_coding"
"384","ENSG00000018869","ZNF582","zinc finger protein 582","protein_coding"
"385","ENSG00000019102","VSIG2","V-set and immunoglobulin domain containing 2","protein_coding"
"386","ENSG00000019144","PHLDB1","pleckstrin homology like domain family B member 1","protein_coding"
"387","ENSG00000019169","MARCO","macrophage receptor with collagenous structure","protein_coding"
"388","ENSG00000019186","CYP24A1","cytochrome P450 family 24 subfamily A member 1","protein_coding"
"389","ENSG00000019485","PRDM11","PR/SET domain 11","protein_coding"
"390","ENSG00000019505","SYT13","synaptotagmin 13","protein_coding"
"391","ENSG00000019549","SNAI2","snail family transcriptional repressor 2","protein_coding"
"392","ENSG00000019582","CD74","CD74 molecule","protein_coding"
"393","ENSG00000019991","HGF","hepatocyte growth factor","protein_coding"
"394","ENSG00000019995","ZRANB1","zinc finger RANBP2-type containing 1","protein_coding"
"395","ENSG00000020129","NCDN","neurochondrin","protein_coding"
"396","ENSG00000020181","ADGRA2","adhesion G protein-coupled receptor A2","protein_coding"
"397","ENSG00000020256","ZFP64","ZFP64 zinc finger protein","protein_coding"
"398","ENSG00000020426","MNAT1","MNAT1 component of CDK activating kinase","protein_coding"
"399","ENSG00000020577","SAMD4A","sterile alpha motif domain containing 4A","protein_coding"
"400","ENSG00000020633","RUNX3","RUNX family transcription factor 3","protein_coding"
"401","ENSG00000020922","MRE11","MRE11 homolog, double strand break repair nuclease","protein_coding"
"402","ENSG00000021300","PLEKHB1","pleckstrin homology domain containing B1","protein_coding"
"403","ENSG00000021355","SERPINB1","serpin family B member 1","protein_coding"
"404","ENSG00000021461","CYP3A43","cytochrome P450 family 3 subfamily A member 43","protein_coding"
"405","ENSG00000021488","SLC7A9","solute carrier family 7 member 9","protein_coding"
"406","ENSG00000021574","SPAST","spastin","protein_coding"
"407","ENSG00000021645","NRXN3","neurexin 3","protein_coding"
"408","ENSG00000021762","OSBPL5","oxysterol binding protein like 5","protein_coding"
"409","ENSG00000021776","AQR","aquarius intron-binding spliceosomal factor","protein_coding"
"410","ENSG00000021826","CPS1","carbamoyl-phosphate synthase 1","protein_coding"
"411","ENSG00000021852","C8B","complement C8 beta chain","protein_coding"
"412","ENSG00000022267","FHL1","four and a half LIM domains 1","protein_coding"
"413","ENSG00000022277","RTF2","replication termination factor 2","protein_coding"
"414","ENSG00000022355","GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1","protein_coding"
"415","ENSG00000022556","NLRP2","NLR family pyrin domain containing 2","protein_coding"
"416","ENSG00000022567","SLC45A4","solute carrier family 45 member 4","protein_coding"
"417","ENSG00000022840","RNF10","ring finger protein 10","protein_coding"
"418","ENSG00000022976","ZNF839","zinc finger protein 839","protein_coding"
"419","ENSG00000023041","ZDHHC6","zinc finger DHHC-type palmitoyltransferase 6","protein_coding"
"420","ENSG00000023171","GRAMD1B","GRAM domain containing 1B","protein_coding"
"421","ENSG00000023191","RNH1","ribonuclease/angiogenin inhibitor 1","protein_coding"
"422","ENSG00000023228","NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1","protein_coding"
"423","ENSG00000023287","RB1CC1","RB1 inducible coiled-coil 1","protein_coding"
"424","ENSG00000023318","ERP44","endoplasmic reticulum protein 44","protein_coding"
"425","ENSG00000023330","ALAS1","5'-aminolevulinate synthase 1","protein_coding"
"426","ENSG00000023445","BIRC3","baculoviral IAP repeat containing 3","protein_coding"
"427","ENSG00000023516","AKAP11","A-kinase anchoring protein 11","protein_coding"
"428","ENSG00000023572","GLRX2","glutaredoxin 2","protein_coding"
"429","ENSG00000023608","SNAPC1","small nuclear RNA activating complex polypeptide 1","protein_coding"
"430","ENSG00000023697","DERA","deoxyribose-phosphate aldolase","protein_coding"
"431","ENSG00000023734","STRAP","serine/threonine kinase receptor associated protein","protein_coding"
"432","ENSG00000023839","ABCC2","ATP binding cassette subfamily C member 2","protein_coding"
"433","ENSG00000023892","DEF6","DEF6 guanine nucleotide exchange factor","protein_coding"
"434","ENSG00000023902","PLEKHO1","pleckstrin homology domain containing O1","protein_coding"
"435","ENSG00000023909","GCLM","glutamate-cysteine ligase modifier subunit","protein_coding"
"436","ENSG00000024048","UBR2","ubiquitin protein ligase E3 component n-recognin 2","protein_coding"
"437","ENSG00000024422","EHD2","EH domain containing 2","protein_coding"
"438","ENSG00000024526","DEPDC1","DEP domain containing 1","protein_coding"
"439","ENSG00000024862","CCDC28A","coiled-coil domain containing 28A","protein_coding"
"440","ENSG00000025039","RRAGD","Ras related GTP binding D","protein_coding"
"441","ENSG00000025156","HSF2","heat shock transcription factor 2","protein_coding"
"442","ENSG00000025293","PHF20","PHD finger protein 20","protein_coding"
"443","ENSG00000025423","HSD17B6","hydroxysteroid 17-beta dehydrogenase 6","protein_coding"
"444","ENSG00000025434","NR1H3","nuclear receptor subfamily 1 group H member 3","protein_coding"
"445","ENSG00000025708","TYMP","thymidine phosphorylase","protein_coding"
"446","ENSG00000025770","NCAPH2","non-SMC condensin II complex subunit H2","protein_coding"
"447","ENSG00000025772","TOMM34","translocase of outer mitochondrial membrane 34","protein_coding"
"448","ENSG00000025796","SEC63","SEC63 homolog, protein translocation regulator","protein_coding"
"449","ENSG00000025800","KPNA6","karyopherin subunit alpha 6","protein_coding"
"450","ENSG00000026025","VIM","vimentin","protein_coding"
"451","ENSG00000026036","RTEL1-TNFRSF6B","RTEL1-TNFRSF6B readthrough (NMD candidate)","protein_coding"
"452","ENSG00000026103","FAS","Fas cell surface death receptor","protein_coding"
"453","ENSG00000026297","RNASET2","ribonuclease T2","protein_coding"
"454","ENSG00000026508","CD44","CD44 molecule (Indian blood group)","protein_coding"
"455","ENSG00000026559","KCNG1","potassium voltage-gated channel modifier subfamily G member 1","protein_coding"
"456","ENSG00000026652","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","protein_coding"
"457","ENSG00000026751","SLAMF7","SLAM family member 7","protein_coding"
"458","ENSG00000026950","BTN3A1","butyrophilin subfamily 3 member A1","protein_coding"
"459","ENSG00000027001","MIPEP","mitochondrial intermediate peptidase","protein_coding"
"460","ENSG00000027075","PRKCH","protein kinase C eta","protein_coding"
"461","ENSG00000027644","INSRR","insulin receptor related receptor","protein_coding"
"462","ENSG00000027697","IFNGR1","interferon gamma receptor 1","protein_coding"
"463","ENSG00000027847","B4GALT7","beta-1,4-galactosyltransferase 7","protein_coding"
"464","ENSG00000027869","SH2D2A","SH2 domain containing 2A","protein_coding"
"465","ENSG00000028116","VRK2","VRK serine/threonine kinase 2","protein_coding"
"466","ENSG00000028137","TNFRSF1B","TNF receptor superfamily member 1B","protein_coding"
"467","ENSG00000028203","VEZT","vezatin, adherens junctions transmembrane protein","protein_coding"
"468","ENSG00000028277","POU2F2","POU class 2 homeobox 2","protein_coding"
"469","ENSG00000028310","BRD9","bromodomain containing 9","protein_coding"
"470","ENSG00000028528","SNX1","sorting nexin 1","protein_coding"
"471","ENSG00000028839","TBPL1","TATA-box binding protein like 1","protein_coding"
"472","ENSG00000029153","BMAL2","basic helix-loop-helix ARNT like 2","protein_coding"
"473","ENSG00000029363","BCLAF1","BCL2 associated transcription factor 1","protein_coding"
"474","ENSG00000029364","SLC39A9","solute carrier family 39 member 9","protein_coding"
"475","ENSG00000029534","ANK1","ankyrin 1","protein_coding"
"476","ENSG00000029559","IBSP","integrin binding sialoprotein","protein_coding"
"477","ENSG00000029639","TFB1M","transcription factor B1, mitochondrial","protein_coding"
"478","ENSG00000029725","RABEP1","rabaptin, RAB GTPase binding effector protein 1","protein_coding"
"479","ENSG00000029993","HMGB3","high mobility group box 3","protein_coding"
"480","ENSG00000030066","NUP160","nucleoporin 160","protein_coding"
"481","ENSG00000030110","BAK1","BCL2 antagonist/killer 1","protein_coding"
"482","ENSG00000030304","MUSK","muscle associated receptor tyrosine kinase","protein_coding"
"483","ENSG00000030419","IKZF2","IKAROS family zinc finger 2","protein_coding"
"484","ENSG00000030582","GRN","granulin precursor","protein_coding"
"485","ENSG00000031003","FAM13B","family with sequence similarity 13 member B","protein_coding"
"486","ENSG00000031081","ARHGAP31","Rho GTPase activating protein 31","protein_coding"
"487","ENSG00000031691","CENPQ","centromere protein Q","protein_coding"
"488","ENSG00000031698","SARS1","seryl-tRNA synthetase 1","protein_coding"
"489","ENSG00000031823","RANBP3","RAN binding protein 3","protein_coding"
"490","ENSG00000032219","ARID4A","AT-rich interaction domain 4A","protein_coding"
"491","ENSG00000032389","EIPR1","EARP complex and GARP complex interacting protein 1","protein_coding"
"492","ENSG00000032444","PNPLA6","patatin like phospholipase domain containing 6","protein_coding"
"493","ENSG00000032742","IFT88","intraflagellar transport 88","protein_coding"
"494","ENSG00000033011","ALG1","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase","protein_coding"
"495","ENSG00000033030","ZCCHC8","zinc finger CCHC-type containing 8","protein_coding"
"496","ENSG00000033050","ABCF2","ATP binding cassette subfamily F member 2","protein_coding"
"497","ENSG00000033100","CHPF2","chondroitin polymerizing factor 2","protein_coding"
"498","ENSG00000033122","LRRC7","leucine rich repeat containing 7","protein_coding"
"499","ENSG00000033170","FUT8","fucosyltransferase 8","protein_coding"
"500","ENSG00000033178","UBA6","ubiquitin like modifier activating enzyme 6","protein_coding"
"501","ENSG00000033327","GAB2","GRB2 associated binding protein 2","protein_coding"
"502","ENSG00000033627","ATP6V0A1","ATPase H+ transporting V0 subunit a1","protein_coding"
"503","ENSG00000033800","PIAS1","protein inhibitor of activated STAT 1","protein_coding"
"504","ENSG00000033867","SLC4A7","solute carrier family 4 member 7","protein_coding"
"505","ENSG00000034053","APBA2","amyloid beta precursor protein binding family A member 2","protein_coding"
"506","ENSG00000034152","MAP2K3","mitogen-activated protein kinase kinase 3","protein_coding"
"507","ENSG00000034239","CLXN","calaxin","protein_coding"
"508","ENSG00000034510","TMSB10","thymosin beta 10","protein_coding"
"509","ENSG00000034533","ASTE1","asteroid homolog 1","protein_coding"
"510","ENSG00000034677","RNF19A","ring finger protein 19A, RBR E3 ubiquitin protein ligase","protein_coding"
"511","ENSG00000034693","PEX3","peroxisomal biogenesis factor 3","protein_coding"
"512","ENSG00000034713","GABARAPL2","GABA type A receptor associated protein like 2","protein_coding"
"513","ENSG00000034971","MYOC","myocilin","protein_coding"
"514","ENSG00000035115","SH3YL1","SH3 and SYLF domain containing 1","protein_coding"
"515","ENSG00000035141","FAM136A","family with sequence similarity 136 member A","protein_coding"
"516","ENSG00000035403","VCL","vinculin","protein_coding"
"517","ENSG00000035499","DEPDC1B","DEP domain containing 1B","protein_coding"
"518","ENSG00000035664","DAPK2","death associated protein kinase 2","protein_coding"
"519","ENSG00000035681","NSMAF","neutral sphingomyelinase activation associated factor","protein_coding"
"520","ENSG00000035687","ADSS2","adenylosuccinate synthase 2","protein_coding"
"521","ENSG00000035720","STAP1","signal transducing adaptor family member 1","protein_coding"
"522","ENSG00000035862","TIMP2","TIMP metallopeptidase inhibitor 2","protein_coding"
"523","ENSG00000035928","RFC1","replication factor C subunit 1","protein_coding"
"524","ENSG00000036054","TBC1D23","TBC1 domain family member 23","protein_coding"
"525","ENSG00000036257","CUL3","cullin 3","protein_coding"
"526","ENSG00000036448","MYOM2","myomesin 2","protein_coding"
"527","ENSG00000036473","OTC","ornithine transcarbamylase","protein_coding"
"528","ENSG00000036530","CYP46A1","cytochrome P450 family 46 subfamily A member 1","protein_coding"
"529","ENSG00000036549","ZZZ3","zinc finger ZZ-type containing 3","protein_coding"
"530","ENSG00000036565","SLC18A1","solute carrier family 18 member A1","protein_coding"
"531","ENSG00000036672","USP2","ubiquitin specific peptidase 2","protein_coding"
"532","ENSG00000036828","CASR","calcium sensing receptor","protein_coding"
"533","ENSG00000037042","TUBG2","tubulin gamma 2","protein_coding"
"534","ENSG00000037241","RPL26L1","ribosomal protein L26 like 1","protein_coding"
"535","ENSG00000037280","FLT4","fms related receptor tyrosine kinase 4","protein_coding"
"536","ENSG00000037474","NSUN2","NOP2/Sun RNA methyltransferase 2","protein_coding"
"537","ENSG00000037637","FBXO42","F-box protein 42","protein_coding"
"538","ENSG00000037749","MFAP3","microfibril associated protein 3","protein_coding"
"539","ENSG00000037757","MRI1","methylthioribose-1-phosphate isomerase 1","protein_coding"
